Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_FAT	GO:0042391~regulation of membrane potential	20	5.405405405405405	1.2423514823666377E-4	ATP1B1, SLC8A1, GLRB, KCND2, SCN3A, FGF14, GRIN2A, TAC1, FGF12, FAM19A4, GPR88, FKBP1B, NETO1, KCNMB2, SLC25A33, NLGN4X, CAMK2D, SCN7A, ARL6IP5, KCNH5	301	289	11962	2.750232788053662	0.3707971936024942	0.041243677305082715	0.22887686831926102
GOTERM_BP_FAT	GO:0003012~muscle system process	20	5.405405405405405	1.4212400103804173E-4	ATP1B1, SLC8A1, MAP2K4, RAP1GDS1, FGF12, HSBP1, FKBP1B, CHRM3, CHRM2, COL4A3BP, HTR7, PDE4B, CAMK2D, INPP5F, MKKS, SGCE, SCN7A, CALCRL, ERRFI1, CALM2	301	292	11962	2.721976971738042	0.4114056633197746	0.04320696192878337	0.26179244445987404
GOTERM_BP_FAT	GO:0055067~monovalent inorganic cation homeostasis	11	2.9729729729729732	1.6895490144221324E-4	ATP6V1C1, ATP6V1A, CLCN3, ATP1B1, SLC8A1, SLC9A6, ATP6V1E1, CAMK2D, TAC1, SCN7A, ATP6V1D	301	98	11962	4.460709200623771	0.4674540302953556	0.047312325919044884	0.31114217799675936
GOTERM_BP_FAT	GO:0015980~energy derivation by oxidation of organic compounds	17	4.594594594594595	2.2429615182020075E-4	NDUFA4, NDUFA8, COX7B, CYCS, GYG2, GYG1, DLAT, COX6C, SLC25A12, SDHB, PPP1R3D, SLC25A13, MC4R, COQ10B, SUCLA2, CALM2, MDH1	301	230	11962	2.9373681929799225	0.5667733144915499	0.05799960322783593	0.41285770391096266
GOTERM_BP_FAT	GO:0098655~cation transmembrane transport	27	7.297297297297297	3.8628625476214476E-4	ATP1B1, SLC9A6, SCN3A, FGF14, COX7B, FGF12, ATP5G3, FKBP1B, KCNMB2, ATP2B1, KCNS2, PDE4B, CAMK2D, SCN7A, KCNG3, FGF2, NDUFA4, SLC8A1, KCND2, ATP5F1, GRIN2A, COX6C, ATP6V1C1, ATP6V1A, ATP6V1E1, CALM2, KCNH5	301	503	11962	2.133207400117567	0.7632474392953225	0.09158078408713988	0.7100267007543071
GOTERM_BP_FAT	GO:0001508~action potential	11	2.9729729729729732	5.775090675803033E-4	ATP1B1, SLC8A1, KCND2, SCN3A, CAMK2D, TAC1, FGF12, SCN7A, GPR88, FKBP1B, KCNMB2	301	114	11962	3.8346447514134177	0.8839986435551079	0.1259647629542765	1.0597434183632681
GOTERM_BP_FAT	GO:0015992~proton transport	11	2.9729729729729732	6.187762097492376E-4	NDUFA4, ATP6V1C1, ATP6V1A, SLC2A13, SLC9A6, ATP6V1E1, COX7B, ATP5F1, ATP5G3, ATP6V1D, COX6C	301	115	11962	3.8013000144446054	0.9005530226686241	0.1269586791399293	1.1350616013495851
GOTERM_BP_FAT	GO:0035637~multicellular organismal signaling	11	2.9729729729729732	7.086407118646493E-4	ATP1B1, SLC8A1, KCND2, SCN3A, CAMK2D, CARTPT, SCN7A, GPR88, FKBP1B, CALM2, KCNMB2	301	117	11962	3.7363205270182016	0.9288850684274441	0.13658409557822948	1.298889043025464
GOTERM_BP_FAT	GO:0006818~hydrogen transport	11	2.9729729729729732	7.086407118646493E-4	NDUFA4, ATP6V1C1, ATP6V1A, SLC2A13, SLC9A6, ATP6V1E1, COX7B, ATP5F1, ATP5G3, ATP6V1D, COX6C	301	117	11962	3.7363205270182016	0.9288850684274441	0.13658409557822948	1.298889043025464
GOTERM_BP_FAT	GO:0015813~L-glutamate transport	5	1.3513513513513513	7.127859228720603E-4	SLC25A12, SLC17A6, SLC25A13, SLC1A1, ARL6IP5	301	17	11962	11.688489349228064	0.9299766444364602	0.13059264180437302	1.3064397698008268
GOTERM_BP_FAT	GO:0006936~muscle contraction	16	4.324324324324325	7.224452874435292E-4	ATP1B1, SLC8A1, RAP1GDS1, FGF12, HSBP1, FKBP1B, CHRM3, CHRM2, COL4A3BP, HTR7, PDE4B, CAMK2D, MKKS, SCN7A, CALCRL, CALM2	301	231	11962	2.752613941982713	0.9324557323535484	0.12606441197441698	1.3240327067626345
GOTERM_BP_FAT	GO:0008015~blood circulation	21	5.675675675675676	7.799517742554797E-4	SGCZ, ATP1B1, SLC8A1, TRHDE, KCND2, ATP6AP2, RAP1GDS1, TAC1, FGF12, FKBP1B, KCNMB2, ATP2B1, CHRM3, CHRM2, HTR7, PDE4B, CAMK2D, CARTPT, MKKS, SLC1A1, CALM2	301	361	11962	2.311795400373639	0.945501111817201	0.12938131633771677	1.428709896130087
GOTERM_BP_FAT	GO:0003013~circulatory system process	21	5.675675675675676	8.375475738499E-4	SGCZ, ATP1B1, SLC8A1, TRHDE, KCND2, ATP6AP2, RAP1GDS1, TAC1, FGF12, FKBP1B, KCNMB2, ATP2B1, CHRM3, CHRM2, HTR7, PDE4B, CAMK2D, CARTPT, MKKS, SLC1A1, CALM2	301	363	11962	2.2990582356332885	0.9560421278203446	0.1323993908470812	1.533444385414695
GOTERM_BP_FAT	GO:0015800~acidic amino acid transport	5	1.3513513513513513	0.0011157883185038656	SLC25A12, SLC17A6, SLC25A13, SLC1A1, ARL6IP5	301	19	11962	10.45812204930932	0.9844407138683878	0.16556818364586423	2.037927746161905
GOTERM_BP_FAT	GO:0030004~cellular monovalent inorganic cation homeostasis	9	2.4324324324324325	0.0011909965285848065	ATP6V1C1, ATP6V1A, CLCN3, ATP1B1, SLC8A1, SLC9A6, ATP6V1E1, CAMK2D, ATP6V1D	301	84	11962	4.257949691504509	0.9882496576106421	0.16902982129377286	2.1738688604555745
GOTERM_BP_FAT	GO:0019226~transmission of nerve impulse	7	1.891891891891892	0.0011972184093926325	KCND2, SCN3A, CARTPT, SCN7A, GPR88, FKBP1B, KCNMB2	301	48	11962	5.795542635658915	0.9885194620669507	0.16362991733292553	2.185107103965489
GOTERM_BP_FAT	GO:0045333~cellular respiration	12	3.2432432432432434	0.0013190175031852068	NDUFA4, SLC25A12, SDHB, SLC25A13, NDUFA8, CYCS, COX7B, COQ10B, DLAT, SUCLA2, COX6C, MDH1	301	149	11962	3.200606479520167	0.9927144547397743	0.1724637970428342	2.4048603956934422
GOTERM_BP_FAT	GO:0010882~regulation of cardiac muscle contraction by calcium ion signaling	5	1.3513513513513513	0.0013674474495424264	ATP1B1, SLC8A1, CAMK2D, FKBP1B, CALM2	301	20	11962	9.935215946843854	0.9939196995789866	0.1722043315855729	2.492109232300621
GOTERM_BP_FAT	GO:1902600~hydrogen ion transmembrane transport	9	2.4324324324324325	0.0013884828350960508	NDUFA4, ATP6V1C1, ATP6V1A, SLC9A6, ATP6V1E1, COX7B, ATP5F1, ATP5G3, COX6C	301	86	11962	4.158927605655567	0.9943790262426507	0.1689328289830917	2.529982489168836
GOTERM_BP_FAT	GO:0007610~behavior	23	6.216216216216217	0.0015793625054474772	GLRB, KCND2, CPEB3, GRIN2A, TAC1, BBS12, FGF12, GPR88, NETO1, PJA2, CASP3, KRAS, LSAMP, NLGN4X, PPP3CB, MC4R, INPP5F, CARTPT, MKKS, SRD5A1, NEGR1, ADGRL3, OXR1	301	438	11962	2.0868490116658323	0.9972443404612523	0.18392153843303427	2.8730173259710057
GOTERM_BP_FAT	GO:0015807~L-amino acid transport	6	1.6216216216216217	0.0021656783320313008	SLC25A12, SLC17A6, SLC25A13, SLC1A1, SLC7A14, ARL6IP5	301	37	11962	6.444464397952769	0.9996917415349177	0.23622782291529798	3.919574752524002
GOTERM_BP_FAT	GO:0044275~cellular carbohydrate catabolic process	6	1.6216216216216217	0.0021656783320313008	PPP1R3D, ABHD10, GYG2, GYG1, GK, CALM2	301	37	11962	6.444464397952769	0.9996917415349177	0.23622782291529798	3.919574752524002
GOTERM_BP_FAT	GO:0016051~carbohydrate biosynthetic process	12	3.2432432432432434	0.0023277797987731772	GOT2, SLC25A12, PPP1R3D, SLC25A13, B4GAT1, B3GALT1, B3GALNT1, GYG2, GYG1, CLTC, PGK1, MDH1	301	160	11962	2.980564784053156	0.9998318088584758	0.24447000027329102	4.207033899203871
GOTERM_BP_FAT	GO:0019228~neuronal action potential	5	1.3513513513513513	0.0023556233014490158	KCND2, SCN3A, SCN7A, GPR88, KCNMB2	301	23	11962	8.63931821464683	0.999848432820989	0.24029687739746053	4.256327644899582
GOTERM_BP_FAT	GO:1901135~carbohydrate derivative metabolic process	40	10.81081081081081	0.0026190574179051182	ATP1B1, NDST3, ARSD, TUSC3, HS3ST5, SPOCK3, GALNT7, COX7B, CASK, CLTC, ATP5G3, ST3GAL5, B3GALNT1, PDE4B, HS6ST2, ABHD10, CALCRL, PRKAA2, FGF2, NDUFA4, MGAT4A, STS, B4GAT1, NDUFA8, B3GALT1, CYCS, MGAT4C, ATP5F1, SAMHD1, COX6C, B3GAT2, ATP6V1A, SLC25A13, RFK, SLC25A33, ST8SIA4, MC4R, GK, PGK1, CALM2	301	980	11962	1.6220760729540986	0.9999433872850753	0.25646669993882165	4.7215219568551685
GOTERM_BP_FAT	GO:0010644~cell communication by electrical coupling	5	1.3513513513513513	0.00277163046152327	ATP1B1, SLC8A1, CAMK2D, FKBP1B, CALM2	301	24	11962	8.279346622369879	0.9999679995143929	0.2624376784854605	4.989969947239759
GOTERM_BP_FAT	GO:0089711~L-glutamate transmembrane transport	4	1.0810810810810811	0.0029040156965361233	SLC25A12, SLC17A6, SLC25A13, SLC1A1	301	12	11962	13.246954595791806	0.9999804947898653	0.2664446729994634	5.222318272778925
GOTERM_BP_FAT	GO:0043269~regulation of ion transport	21	5.675675675675676	0.0029047617299671844	CLCN3, ATP1B1, SLC8A1, KCND2, SCN3A, SARAF, FGF14, CASK, FGF12, VDAC3, FKBP1B, KCNS2, PDE4B, CAMK2D, CNTN1, SCN7A, KCNG3, ARL6IP5, CLCN4, CALM2, KCNH5	301	403	11962	2.070863869813607	0.9999805491347645	0.2601610488901672	5.223626106363222
GOTERM_BP_FAT	GO:0034765~regulation of ion transmembrane transport	17	4.594594594594595	0.003073161893558835	CLCN3, ATP1B1, SLC8A1, KCND2, SCN3A, FGF14, FGF12, VDAC3, FKBP1B, KCNS2, PDE4B, CAMK2D, SCN7A, KCNG3, CLCN4, CALM2, KCNH5	301	294	11962	2.29794110335164	0.9999896390414713	0.26670102264928486	5.518403578719743
GOTERM_BP_FAT	GO:0044723~single-organism carbohydrate metabolic process	25	6.756756756756757	0.0034150674254097586	MGAT4A, TUSC3, GALNT7, B4GAT1, B3GALT1, MGAT4C, GYG2, RBKS, DLAT, GYG1, CLTC, B3GAT2, SLC25A12, GOT2, PPP1R3D, SLC25A13, ST3GAL5, B3GALNT1, ST8SIA4, ABHD10, GK, PRKAA2, PGK1, CALM2, MDH1	301	526	11962	1.8888243244950293	0.9999971167174568	0.2851621203231114	6.114229593814602
GOTERM_BP_FAT	GO:0006123~mitochondrial electron transport, cytochrome c to oxygen	4	1.0810810810810811	0.003705675754577757	NDUFA4, CYCS, COX7B, COX6C	301	13	11962	12.227958088423204	0.9999990282154293	0.29881094547922527	6.617866204438538
GOTERM_BP_FAT	GO:0009161~ribonucleoside monophosphate metabolic process	15	4.054054054054054	0.0039369196273932126	NDUFA4, ATP6V1A, ATP1B1, SLC25A13, NDUFA8, RFK, SLC25A33, COX7B, CYCS, ATP5F1, CASK, PRKAA2, PGK1, ATP5G3, COX6C	301	248	11962	2.4036812774622227	0.9999995910806444	0.30770540377769084	7.016794997867526
GOTERM_BP_FAT	GO:0034762~regulation of transmembrane transport	17	4.594594594594595	0.004228657348156352	CLCN3, ATP1B1, SLC8A1, KCND2, SCN3A, FGF14, FGF12, VDAC3, FKBP1B, KCNS2, PDE4B, CAMK2D, SCN7A, KCNG3, CLCN4, CALM2, KCNH5	301	304	11962	2.2223509354782305	0.9999998628372523	0.31983306378158693	7.517785118225273
GOTERM_BP_FAT	GO:0006939~smooth muscle contraction	7	1.891891891891892	0.004478657801296295	SLC8A1, CHRM3, HTR7, RAP1GDS1, MKKS, CALCRL, FKBP1B	301	62	11962	4.486871717929483	0.9999999462233148	0.3286965093235362	7.94506912589622
GOTERM_BP_FAT	GO:0055119~relaxation of cardiac muscle	4	1.0810810810810811	0.00462954354826261	ATP1B1, SLC8A1, PDE4B, CAMK2D	301	14	11962	11.35453251067869	0.9999999694424142	0.3312938359436194	8.202048718183564
GOTERM_BP_FAT	GO:0046034~ATP metabolic process	13	3.5135135135135136	0.004754686599634605	NDUFA4, ATP6V1A, ATP1B1, SLC25A13, NDUFA8, SLC25A33, COX7B, CYCS, ATP5F1, PRKAA2, PGK1, ATP5G3, COX6C	301	201	11962	2.5703046230640814	0.9999999808796238	0.3323029393183965	8.414670014097947
GOTERM_BP_FAT	GO:0009144~purine nucleoside triphosphate metabolic process	14	3.783783783783784	0.004773536644186945	NDUFA4, ATP6V1A, ATP1B1, SLC25A13, NDUFA8, SLC25A33, COX7B, CYCS, ATP5F1, SAMHD1, PRKAA2, PGK1, ATP5G3, COX6C	301	227	11962	2.45097838336236	0.999999982183477	0.32733928336503093	8.446656338152025
GOTERM_BP_FAT	GO:0043648~dicarboxylic acid metabolic process	7	1.891891891891892	0.005239871705961332	GOT2, BCAT1, SDHB, GLUD1, SUCLA2, OAT, MDH1	301	64	11962	4.346656976744186	0.9999999968968661	0.346810580190656	9.234616785998906
GOTERM_BP_FAT	GO:0006937~regulation of muscle contraction	9	2.4324324324324325	0.005746605954162247	ATP1B1, SLC8A1, CHRM3, CHRM2, PDE4B, CAMK2D, CALCRL, FKBP1B, CALM2	301	108	11962	3.3117386489479514	0.9999999995358915	0.36697999310256524	10.083565980973352
GOTERM_BP_FAT	GO:0009123~nucleoside monophosphate metabolic process	15	4.054054054054054	0.00575160886152663	NDUFA4, ATP6V1A, ATP1B1, SLC25A13, NDUFA8, RFK, SLC25A33, COX7B, CYCS, ATP5F1, CASK, PRKAA2, PGK1, ATP5G3, COX6C	301	259	11962	2.301594427840275	0.9999999995445187	0.3611707356358864	10.091909962061074
GOTERM_BP_FAT	GO:0090662~ATP hydrolysis coupled transmembrane transport	5	1.3513513513513513	0.0063539284792844195	ATP6V1C1, ATP6V1A, ATP1B1, ATP6V1E1, ATP5G3	301	30	11962	6.623477297895904	0.9999999999524574	0.38435801294351735	11.091140675499734
GOTERM_BP_FAT	GO:0098656~anion transmembrane transport	10	2.7027027027027026	0.006593057690670124	SLC25A12, CLCN3, GLRB, SLC17A6, SLC25A13, MPC2, ANO5, PRKAA2, SLC1A1, CLCN4	301	134	11962	2.9657361035354786	0.9999999999806226	0.38941535085545664	11.484928766777003
GOTERM_BP_FAT	GO:0010881~regulation of cardiac muscle contraction by regulation of the release of sequestered calcium ion	4	1.0810810810810811	0.0068632011508153335	SLC8A1, CAMK2D, FKBP1B, CALM2	301	16	11962	9.935215946843854	0.999999999992972	0.39561936494440764	11.927805348375154
GOTERM_BP_FAT	GO:0060047~heart contraction	12	3.2432432432432434	0.0069412422413070085	ATP2B1, SGCZ, ATP1B1, SLC8A1, KCND2, PDE4B, CAMK2D, TAC1, FGF12, SLC1A1, FKBP1B, CALM2	301	185	11962	2.5777857591811077	0.9999999999947571	0.39316767235422967	12.055356204880496
GOTERM_BP_FAT	GO:0033572~transferrin transport	5	1.3513513513513513	0.0071538750658878955	ATP6V1C1, ATP6V1A, ATP6V1E1, CLTC, ATP6V1D	301	31	11962	6.409816739899261	0.9999999999976408	0.39658185722265593	12.401998742641151
GOTERM_BP_FAT	GO:0003015~heart process	12	3.2432432432432434	0.007200437011993358	ATP2B1, SGCZ, ATP1B1, SLC8A1, KCND2, PDE4B, CAMK2D, TAC1, FGF12, SLC1A1, FKBP1B, CALM2	301	186	11962	2.563926695959704	0.9999999999980193	0.3928800858248517	12.47773322628416
GOTERM_BP_FAT	GO:0009126~purine nucleoside monophosphate metabolic process	14	3.783783783783784	0.007300527221224765	NDUFA4, ATP6V1A, ATP1B1, SLC25A13, NDUFA8, SLC25A33, COX7B, CYCS, ATP5F1, CASK, PRKAA2, PGK1, ATP5G3, COX6C	301	239	11962	2.3279167072102753	0.99999999999864	0.3915200881506281	12.640323543314747
GOTERM_BP_FAT	GO:0009167~purine ribonucleoside monophosphate metabolic process	14	3.783783783783784	0.007300527221224765	NDUFA4, ATP6V1A, ATP1B1, SLC25A13, NDUFA8, SLC25A33, COX7B, CYCS, ATP5F1, CASK, PRKAA2, PGK1, ATP5G3, COX6C	301	239	11962	2.3279167072102753	0.99999999999864	0.3915200881506281	12.640323543314747
GOTERM_BP_FAT	GO:0022904~respiratory electron transport chain	8	2.1621621621621623	0.007371662933248428	NDUFA4, SLC25A12, SDHB, SLC25A13, NDUFA8, CYCS, COX7B, COX6C	301	90	11962	3.5325212255444813	0.9999999999989589	0.38902057108795063	12.755705374234505
GOTERM_BP_FAT	GO:0022900~electron transport chain	8	2.1621621621621623	0.007819536169754197	NDUFA4, SLC25A12, SDHB, SLC25A13, NDUFA8, CYCS, COX7B, COX6C	301	91	11962	3.4937023109780587	0.9999999999998065	0.4016460827737851	13.478850170716017
GOTERM_BP_FAT	GO:0050877~neurological system process	26	7.027027027027027	0.007877061149634742	TUSC3, SCN3A, CPEB3, TAC1, FGF12, FAM19A4, FKBP1B, GPR88, NETO1, KCNMB2, CHMP2B, CASP3, KRAS, PPP3CB, MKKS, SCN7A, COCH, GLRB, KCND2, OPA1, GRIN2A, PJA2, LRAT, NLGN4X, CARTPT, OAT	301	594	11962	1.7394990883362975	0.9999999999998441	0.3985704512763516	13.571319224520739
GOTERM_BP_FAT	GO:0015682~ferric iron transport	5	1.3513513513513513	0.008017557713124061	ATP6V1C1, ATP6V1A, ATP6V1E1, CLTC, ATP6V1D	301	32	11962	6.209509966777409	0.9999999999999081	0.3987708555231825	13.796768952857374
GOTERM_BP_FAT	GO:0072512~trivalent inorganic cation transport	5	1.3513513513513513	0.008017557713124061	ATP6V1C1, ATP6V1A, ATP6V1E1, CLTC, ATP6V1D	301	32	11962	6.209509966777409	0.9999999999999081	0.3987708555231825	13.796768952857374
GOTERM_BP_FAT	GO:1903522~regulation of blood circulation	13	3.5135135135135136	0.008215387653754423	ATP2B1, ATP1B1, SLC8A1, KCND2, CHRM3, CHRM2, PDE4B, CAMK2D, TAC1, FKBP1B, SLC1A1, CALM2, KCNMB2	301	216	11962	2.3918112464624093	0.9999999999999563	0.40112071769772617	14.113276663118935
GOTERM_BP_FAT	GO:0044057~regulation of system process	18	4.864864864864865	0.008623037166340042	ATP1B1, SLC8A1, KCND2, GRIN2A, TAC1, FAM19A4, FKBP1B, KCNMB2, ATP2B1, CHRM3, CHRM2, PDE4B, CAMK2D, CARTPT, CALCRL, SLC1A1, ERRFI1, CALM2	301	357	11962	2.0037410312962396	0.9999999999999906	0.4110547566311805	14.762011766724259
GOTERM_BP_FAT	GO:0044708~single-organism behavior	17	4.594594594594595	0.008640384750901182	GLRB, CPEB3, GRIN2A, TAC1, FGF12, GPR88, NETO1, PJA2, CASP3, KRAS, LSAMP, NLGN4X, PPP3CB, INPP5F, CARTPT, SRD5A1, OXR1	301	328	11962	2.059739891418848	0.9999999999999911	0.40662900833937576	14.789515713569902
GOTERM_BP_FAT	GO:0009141~nucleoside triphosphate metabolic process	14	3.783783783783784	0.008871517154321648	NDUFA4, ATP6V1A, ATP1B1, SLC25A13, NDUFA8, SLC25A33, COX7B, CYCS, ATP5F1, SAMHD1, PRKAA2, PGK1, ATP5G3, COX6C	301	245	11962	2.270906502135738	0.9999999999999963	0.40989361893169496	15.155167508476064
GOTERM_BP_FAT	GO:1903779~regulation of cardiac conduction	6	1.6216216216216217	0.009523317699702494	ATP2B1, ATP1B1, SLC8A1, CAMK2D, FKBP1B, CALM2	301	52	11962	4.585484283158701	0.9999999999999997	0.4273846690426186	16.178340365610765
GOTERM_BP_FAT	GO:0009205~purine ribonucleoside triphosphate metabolic process	13	3.5135135135135136	0.00985641549389084	NDUFA4, ATP6V1A, ATP1B1, SLC25A13, NDUFA8, SLC25A33, COX7B, CYCS, ATP5F1, PRKAA2, PGK1, ATP5G3, COX6C	301	221	11962	2.337697869845613	0.9999999999999999	0.4334897483267076	16.696708573862175
GOTERM_BP_FAT	GO:2001257~regulation of cation channel activity	7	1.891891891891892	0.009873630954105216	KCNS2, FGF14, PDE4B, CAMK2D, FGF12, FKBP1B, CALM2	301	73	11962	3.810767760433259	0.9999999999999999	0.42915209176788005	16.723416777685994
GOTERM_BP_FAT	GO:0099536~synaptic signaling	22	5.9459459459459465	0.010128852586043614	GLRB, KCND2, SYT4, FGF14, CPEB3, GRIN2A, TAC1, LIN7C, CASK, NAPB, FGF12, NETO1, KCNMB2, PFN2, KRAS, CHRM3, CHRM2, HTR7, NLGN4X, PPP3CB, CARTPT, SLC1A1	301	483	11962	1.8101428640212407	1.0	0.43255594461976465	17.118420889153686
